index,PPT,Condition,Correct,RT
1024,1,2,0,0.021269173
1025,1,1,1,0.057993367
1026,1,2,1,0.421048787
1027,1,2,0,0.12983187
1031,1,2,1,0.40780582
1033,1,1,1,0.234289637
1034,1,1,0,0.130839584
1035,1,2,1,0.544441805
1036,1,2,0,0.121156385
1038,1,1,1,0.244018579
1039,1,2,1,0.435482781
1042,1,1,0,0.145504
1043,1,2,0,0.455735706
1044,1,2,0,0.317193532
1045,1,1,0,0.159391808
1046,1,1,0,0.267355066
1047,1,1,1,0.381775952
1048,1,2,0,0.209449089
1049,1,1,0,0.274405647
1050,1,1,1,0.370565139
1051,1,2,0,0.245706977
1052,1,1,1,0.34022791
1053,1,2,1,0.463754743
1055,1,1,1,0.554389562
1059,1,1,1,0.494189262
1062,1,1,1,0.167357592
1063,1,1,0,0.173002426
1064,1,1,1,0.402853277
1067,1,1,0,0.11005481
1068,1,1,0,0.125494469
1069,1,1,1,0.087100653
1070,1,1,0,0.149104391
1071,1,2,1,0.355551846
1074,1,2,0,0.230013341
1076,1,2,1,0.415163289
1077,1,2,0,0.15591465
1078,1,1,1,0.425730626
1079,1,2,0,0.278814394
1080,1,1,1,0.318186908
1083,1,2,1,0.217635737
1084,1,1,0,0.225214071
1085,1,1,1,0.482358869
1086,1,2,1,0.286786664
1087,1,1,0,0.3855955
1088,1,1,1,0.972570188
1089,1,2,1,0.206319442
1090,1,2,1,0.259846713
1091,1,2,1,0.204713655
1093,1,1,0,0.130210104
1095,1,1,1,0.249837168
1097,1,2,1,0.14147417
1098,1,2,1,0.283766254
1101,1,2,1,0.071126755
1102,1,2,0,0.096956924
1104,1,2,0,0.257415843
1105,1,2,1,0.491607849
1106,1,1,1,0.064978405
1107,1,1,1,0.230866757
1109,1,2,1,0.10724434
1110,1,2,1,0.239827624
1111,1,1,1,0.448925788
1112,1,1,1,0.117024146
1115,1,1,1,0.239367462
1116,1,2,0,0.009470868
1117,1,1,1,0.395097774
1118,1,2,0,0.087000974
1120,1,1,1,0.146836353
1122,1,2,1,0.49585513
1123,1,1,1,0.420660995
1124,1,2,0,0.114688858
1127,1,2,1,0.196278151
1128,1,2,1,0.193168986
1129,1,1,1,0.224586639
1133,1,1,1,0.333686648
1134,1,2,1,0.256697949
1135,1,1,0,0.191393539
1136,1,1,1,0.479189282
1137,1,1,0,0.228939061
1141,1,1,1,0.235580685
1143,1,2,0,0.260289806
1144,1,2,1,0.364707292
1145,1,1,1,0.351060489
1146,1,2,1,0.089615499
1147,1,2,1,0.176349524
1149,1,2,0,0.324674575
1150,1,1,1,0.33539109
1151,1,2,1,0.152576429
1152,1,1,1,0.45414289
1154,1,2,1,0.537780381
1155,1,1,1,0.265526708
1156,1,1,1,0.171885134
1157,1,1,0,0.16905589
1158,1,1,0,0.168470447
