PPT,Condition,Correct,RT
102,0,1,0.38884
102,1,1,0.40082
102,2,1,0.45943
102,1,1,0.31846
102,0,1,0.40078
102,2,0,0.34199
102,2,1,0.40077
102,2,1,0.41258
102,1,1,0.32969
102,1,1,0.42444
102,2,1,0.40068
102,0,1,0.33029
102,2,1,0.35398
102,1,1,0.40085
102,0,1,0.36537
102,0,1,0.38946
102,0,1,0.38882
102,0,1,0.36558
102,0,1,0.38896
102,0,1,0.3418
102,2,1,0.41245
102,2,1,0.50666
102,0,1,0.47138
102,2,1,0.41245
102,0,1,0.49497
102,0,1,0.40072
102,0,1,0.41254
102,1,1,0.44713
102,2,0,0.35377
102,1,1,0.29452
102,1,1,0.31846
102,0,1,0.342
102,2,0,0.25896
102,0,0,0.2596
102,0,1,0.36483
102,1,1,0.35402
102,2,1,0.49458
102,1,1,0.3655
102,2,1,0.54137
102,2,1,0.38904
102,0,1,0.37743
102,1,1,0.42428
102,2,1,0.5537
102,2,1,0.38913
102,2,1,0.41249
102,1,1,0.31856
102,0,1,0.3303
102,0,1,0.37674
102,2,1,0.36551
102,0,1,0.35366
102,2,1,0.38889
102,1,1,0.35373
102,2,1,0.41275
102,1,1,0.34152
102,2,0,0.35372
102,0,1,0.70644
102,2,1,0.41237
102,1,1,0.40074
102,0,1,0.41255
102,1,1,0.53017
102,0,1,0.54216
102,0,1,0.55348
102,1,1,0.40023
102,1,1,0.35377
102,2,1,0.3538
102,1,1,0.44798
102,0,1,0.56553
102,0,1,0.45973
102,0,1,0.44796
102,0,1,0.70648
102,0,1,1.2006
102,2,1,0.42437
102,1,1,0.40079
102,0,1,0.4008
102,0,1,0.37662
102,1,1,0.44789
102,2,1,0.71836
102,2,1,0.34202
102,1,1,0.44791
102,1,0,0.36585
102,0,1,0.483
102,2,1,0.76475
102,0,1,0.38833
102,2,1,0.8831
102,2,1,0.45938
102,0,1,0.38907
102,2,1,0.38913
102,1,1,0.38901
102,0,1,0.36559
102,0,1,0.41252
102,1,1,0.36529
102,0,1,0.389
102,1,1,0.4597
102,1,1,0.38917
102,0,1,0.3655
102,1,1,0.54183
102,2,1,0.40078
102,2,1,0.31846
102,1,0,0.30687
102,1,1,0.37735
102,2,1,0.36548
102,0,1,0.30665
102,2,1,0.54187
102,0,1,0.31845
102,2,0,0.38899
102,1,1,0.34199
102,1,1,0.31851
102,2,1,0.29495
102,1,1,0.41258
102,1,1,0.4478
102,2,1,0.43598
102,1,1,0.36559
102,1,1,0.45959
102,0,1,0.33053
102,1,1,0.50674
102,0,1,0.41253
102,2,0,0.35382
102,1,1,0.49497
102,1,1,0.41234
102,1,1,0.81238
102,1,1,0.3421
102,2,1,0.31846
102,1,1,0.51858
102,2,1,0.36545
102,1,1,0.35381
102,1,1,0.40087
102,2,1,0.43595
102,1,1,0.36548
102,0,1,0.34191
102,1,1,0.36561
102,2,1,0.41259
102,0,1,0.33012
102,0,1,0.3891
102,2,1,0.25944
102,1,1,0.3302
102,1,1,0.36551
102,0,1,0.37675
102,0,1,0.36549
102,1,1,0.3066
102,0,1,0.31843
102,1,1,0.37757
102,2,1,0.34188
102,2,0,0.30675
102,0,1,0.3655
102,1,1,0.36543
102,2,1,0.44774
102,0,0,0.31848
102,1,1,0.45944
102,1,1,0.45948
102,2,0,0.3413
102,1,1,0.36546
102,2,1,0.4596
102,2,0,0.44867
102,1,1,0.54192
102,1,1,0.40075
102,0,1,0.45953
102,0,1,0.37735
102,2,0,0.31843
102,0,1,0.3539
102,2,1,0.48323
102,2,1,0.43621
102,2,1,0.43602
102,0,1,0.38896
102,1,1,0.40082
102,0,1,0.37741
102,0,1,0.41266
102,1,1,0.37727
102,1,1,0.33031
102,0,1,0.37719
102,0,1,0.34206
102,2,1,0.49469
102,2,1,0.40087
102,0,1,0.4009
102,0,1,0.36541
102,0,1,0.33038
102,0,1,0.34201
102,2,1,0.57724
102,0,1,0.34195
102,2,1,0.37713
102,1,1,0.34161
102,1,1,0.41243
102,0,1,0.436
102,2,1,0.36556
102,2,1,0.3419
102,2,1,0.35377
102,0,1,0.36553
102,1,1,0.94183
102,2,1,0.41245
102,1,1,0.58892
102,0,1,0.38895
102,2,1,0.48314
102,1,1,0.49493
102,2,1,0.44783
102,2,1,0.30614
102,1,1,0.3886
102,2,1,0.57721
102,0,1,0.36552
102,1,1,0.4361
102,0,1,0.29481
102,0,1,0.389
102,1,1,0.401
102,0,1,0.33031
