id,alpha,eta,eta_r,shape,characteristic_time,peak_amplitude,tau,X^2,bic
18.0,0.15875055459701481,0.28980126232843073,-0.8825624082744937,1.0805022890732028,0.022065668977788104,3.707969084840876,0.2616265782835612,168.14121082584342,2170.5743395755812
19.0,0.14583220132460947,0.2855323191586654,0.5073935104005911,1.3249701718818363,0.02058614126448563,0.4824608084154729,0.2852816419089277,142.47084162363942,2093.645151945364
20.0,0.12726704220281856,0.30634343865668234,3.7979256516344186,1.3144179564026535,0.026843458966133105,1.1469723490343746,0.28653462660599827,76.33040109474175,2050.2209039410072
21.0,0.13521281222354856,0.40409829713381185,3.89497711323463,1.241062880014916,0.021168860025904443,4.357902416896751,0.2815663851069492,160.96678464228702,2167.337098281389
22.0,0.14459905678938897,0.22562814052072522,-2.2522805257456384,2.647560480523211,0.020362291028664173,0.39226317093343255,0.300922952798818,107.48946765879536,2064.1905894787706
23.0,0.16524371380449118,0.366914399219465,0.9299782411245006,1.0805349664457422,0.02119471088054916,6.471882479827834,0.2984909714314137,148.6359042188573,2152.107651540307
24.0,0.1564356140730273,0.27835253546596395,-0.49341024098223163,1.211354511178589,0.021785156001577835,10.428676767363934,0.2866577931582408,85.57367403502955,2089.544848970648
25.0,0.1484664734291932,0.30273092146545166,2.126121616679433,1.1008496654555602,0.020414808863453426,10.239349357224496,0.30669568263409186,66.41576238363885,2008.8541608536598
26.0,0.3163831015048561,0.5201413404281923,-0.7382289406210246,1.0357276497306063,0.03246029429067472,2.273025896825457,0.2378245637419738,190.69275205218975,2263.994023679494
27.0,0.15869235610579102,0.3547999669986326,0.8448659065698749,1.4798656086557664,0.02011289877941718,3.60632861668567,0.2872248844832228,131.24683276145265,2135.865632156307
28.0,0.1269660209923762,0.21329351680868913,-0.5669236389195442,1.0143276857815522,0.020595151245646433,5.054246534912249,0.3043696405125482,56.50213388195978,2002.4335284025558
29.0,0.14718208445585135,0.23285867731473409,-4.618067625731465,1.6324040843575762,0.022318415961281625,15.146177676034089,0.29948953171683224,148.862110845483,2093.7568763420595
30.0,0.09703427231322681,0.15336630385465577,-0.12973793149871904,2.585576653908298,0.025569890589059986,3.80598595768764,0.299189446535693,91.17674227264224,2018.4221634538526
31.0,0.1271932782992489,0.3272713783150878,3.5992313719593874,1.6943096177982722,0.024699190313975057,13.929493864984916,0.2689775745341154,117.98988337660313,2146.5674123856243
32.0,0.28359206108573615,0.46086249870510243,-2.4822465214893437,2.3313009205642854,0.024829468455998746,0.3503991604637484,0.3102362201358897,93.91240988382644,2081.412549322181
33.0,0.14600213066185208,0.25149721843662287,2.2992285295682646,1.5278852702924588,0.02115791935223338,6.547840588988283,0.32276350432203005,47.20852559093423,1957.9773596332882
34.0,0.17603714071812204,0.3527275241410375,2.088707503413346,1.7237065903520312,0.021196634208236843,12.221549659588897,0.32127956011334957,63.27325639164649,2046.149733493369
35.0,0.12625871791544985,0.34287204129777415,2.9610384804741896,2.2027583892998712,0.02203001995506454,11.656773596954167,0.29790609261594936,84.54690423036544,2077.503732294611
36.0,0.14490618491092228,0.322629476746628,-1.55136716401902,2.566670388327018,0.02137087561697648,5.9775680633747115,0.2559453328567569,111.85658146998358,2127.500930499303
37.0,0.12224604256903343,0.14966237253519088,4.034535228448906,1.0853224739955851,0.025622267606240146,19.90703034661035,0.31642669630693376,40.256232165819995,1875.3471859832462
38.0,0.140528089930543,0.28195248445075416,4.181628700379427,1.48161927396842,0.020547582623828803,2.1601256852159745,0.2759053371222375,75.53265284374953,1977.5210751907462
39.0,0.11910859764702411,0.13706199780501627,4.086552025717557,2.2261039856582046,0.021154130371155724,1.3405188250951383,0.2990386074206568,80.30005200094465,1930.7407037660896
40.0,0.18877118199957713,0.2602533913791263,2.733634889829928,1.80627542937175,0.023194609910549786,10.528147552416849,0.28592863394489365,44.628908747100006,1884.1023390540624
41.0,0.12899207318565264,0.200906492809225,-1.2342438839296899,1.0510019097444991,0.02397340944824837,5.810029211777927,0.28638031281424503,135.28462737594333,2095.480125379144
42.0,0.16183826401751883,0.48418775851679086,2.0335328897970983,1.699951299436239,0.02432155823898058,7.107833658604737,0.26297766100333986,109.5183978838288,2192.2283004042297
43.0,0.1379174605951699,0.2870456964855934,2.0215830455428585,1.1243675509632773,0.027244303744767127,13.967721729919587,0.31010560499339057,113.32565065614043,1998.9385990474625
44.0,0.12142250898004328,0.1370290234138003,2.1998578796083734,1.185580824194448,0.024339806594880734,5.333604481659807,0.3212088631898178,83.53502743564941,1937.6250914857173
45.0,0.13718472179904606,0.21145919337209818,-2.6507334420915987,1.1788793657486265,0.03465364158207305,19.677034719228097,0.3363784346358698,59.875746814824126,2015.4483694444375
46.0,0.1458549149998844,0.3720940863062623,2.7916741982796056,1.0828350269208893,0.03283001688059115,4.0871336035304555,0.30247698632270126,91.77877336415145,2061.406226615364
47.0,0.15376495685602473,0.3328861391247655,0.37999526069563805,1.5802284028909668,0.023570176620624772,12.88369405501841,0.31033359515115366,126.77764831986828,2120.3219775403495
48.0,0.156793166363826,0.27546427419497443,-0.967862600205715,1.9811716817141627,0.020442899127997065,16.545917969840147,0.4049439777612389,62.22131275221627,2055.2168988787703
49.0,0.11538644550824495,0.08018378156597894,-3.980060676552102,1.7808103723875188,0.021104331386773978,3.0722997211569467,0.2854522059587232,141.78519917051491,2012.098035634611
50.0,0.12334518788972493,0.14479533590473226,2.089657178144424,1.556138095752841,0.02410884314805349,6.799123061653354,0.3238509167239205,72.9585456793778,1943.3351882215861
