PPT,Condition,Correct,RT
1,2,1,0.48932
1,2,1,0.47336
1,2,1,0.40218
1,2,1,1.053689
1,2,1,0.395583
1,2,1,0.398756
1,2,1,0.363685
1,1,1,0.400186
1,2,1,0.396204
1,2,1,0.538417
1,1,1,0.448535
1,1,1,0.394656
1,2,1,0.452172
1,2,1,0.380925
1,2,1,0.424915
1,1,1,0.49172
1,1,1,0.432619
1,1,1,0.530794
1,1,1,0.505608
1,1,1,0.425057
1,1,1,0.461905
1,2,1,0.4474
1,1,1,0.386595
1,2,1,0.438081
1,1,1,0.376258
1,1,1,0.356311
1,1,1,0.418476
1,1,1,0.421221
1,2,1,0.3914
1,1,1,0.414619
1,1,1,0.417971
1,2,1,0.492092
1,1,1,0.421674
1,1,1,0.62444
1,2,1,0.50817
1,1,1,0.386904
1,2,1,0.55622
1,1,1,0.50193
1,2,1,0.436783
1,2,1,0.374818
1,2,1,0.466644
1,1,1,0.460018
1,2,1,0.484871
1,2,1,0.402555
1,1,1,0.485453
1,1,1,0.59741
1,1,1,0.791901
1,1,1,0.388358
1,1,1,0.376977
1,1,1,0.397706
1,1,1,0.417816
1,2,1,0.420488
1,2,1,0.351277
1,1,1,0.418119
1,2,1,0.396868
1,2,1,0.428738
1,2,1,0.431566
1,1,1,0.322299
1,1,1,0.343853
1,1,1,0.405876
1,2,1,0.417473
1,1,1,0.380197
1,2,1,0.479539
1,2,1,0.400308
1,2,1,0.393025
1,1,1,0.437033
1,2,1,0.567163
1,2,1,0.395965
1,2,1,0.520081
1,2,1,0.478925
1,2,1,0.410553
1,2,1,0.453836
1,1,1,0.415282
1,2,1,0.39397
1,2,1,0.481518
1,1,1,0.417632
1,1,1,0.360361
1,1,1,0.445016
1,1,1,0.383177
1,1,1,0.483261
1,2,1,0.46084
1,1,1,0.398297
1,2,1,0.491223
1,2,1,0.473621
1,1,1,0.450427
1,1,1,0.515299
1,1,1,0.492228
1,1,1,0.388264
1,2,1,0.432365
1,2,1,0.419124
1,1,1,0.359768
1,2,1,0.413109
1,1,1,0.480592
1,2,1,0.516214
1,1,1,0.45157
1,2,1,1.504126
1,1,1,1.015306
1,2,1,0.578951
1,2,1,0.895835
1,1,1,0.552109
1,1,1,0.613623
1,2,1,0.683226
1,1,1,0.485218
1,1,1,0.744537
1,1,1,0.542738
1,2,1,0.532903
1,2,1,0.58018
1,1,1,0.416335
1,1,1,0.403091
1,2,1,0.661888
1,2,0,0.399372
1,1,1,0.381692
1,2,1,0.379911
1,2,1,0.448691
1,1,1,0.426888
1,1,1,0.428561
1,1,1,0.463324
1,2,1,0.4408
1,1,1,0.366393
1,2,1,0.539758
1,1,1,0.401922
1,1,1,0.563805
1,2,1,0.504595
1,2,1,0.520079
1,1,1,0.462237
1,2,1,0.395258
1,2,1,0.430668
1,2,1,0.425391
1,2,1,0.355506
1,2,1,0.400922
1,2,1,0.443695
1,2,1,0.317148
1,1,1,0.531972
1,1,1,0.498742
1,2,1,0.466242
1,1,1,0.519106
1,1,1,0.461943
1,2,1,0.534032
1,1,1,0.630327
1,2,1,0.532185
1,1,1,0.437752
1,2,1,0.582946
1,2,1,0.549192
1,1,1,0.411397
1,1,1,0.357636
1,1,1,0.386423
1,2,1,1.230561
1,2,1,0.436064
1,1,1,0.333533
1,1,1,0.340247
1,2,1,0.47432
1,1,1,0.395115
1,2,1,0.375216
1,2,1,0.395965
1,1,1,0.536071
1,1,1,0.398212
1,2,1,0.435459
1,1,1,0.44557
1,1,1,0.383695
1,1,1,1.649429
1,1,1,0.435947
1,1,1,0.374035
1,2,1,0.449785
1,1,1,0.346209
1,1,1,0.376293
1,1,1,0.413186
1,1,1,0.393644
1,2,1,0.403117
1,1,1,0.38202
1,1,1,0.594694
1,1,1,0.334187
1,2,1,0.612263
1,1,1,0.351629
1,1,1,0.388357
1,2,1,0.472399
1,1,1,0.360533
1,2,1,0.574145
1,2,1,0.522182
1,2,1,0.472973
1,2,1,0.485727
1,2,1,0.365995
1,2,1,0.426865
1,2,1,0.349543
1,2,1,0.394916
1,1,1,0.447093
1,1,1,0.472514
1,2,1,0.416319
1,2,1,0.48581
1,1,1,0.486009
1,1,1,0.443545
1,2,1,0.453008
1,2,1,0.398475
1,1,1,0.386376
1,1,1,0.677884
1,2,1,0.404888
1,1,1,0.401776
1,2,1,0.469302
1,2,1,0.477385
1,1,1,0.677192
1,2,1,0.82942
1,2,1,0.495659
1,1,1,0.399861
1,2,1,0.4028
1,1,1,0.397563
1,2,1,0.447625
1,1,1,0.401092
1,2,1,0.449308
1,1,1,0.985132
1,1,0,1.995005
1,1,1,0.636651
1,2,1,0.424556
1,1,1,0.46736
1,2,1,0.540191
1,2,0,0.482311
1,2,1,0.867074
1,2,1,0.548038
1,2,1,0.487746
1,2,1,0.550879
1,2,1,0.540385
1,1,1,0.498662
1,2,1,0.53005
1,2,1,0.611597
1,1,1,0.455142
1,1,1,0.496585
1,2,1,0.523199
1,2,1,0.730028
1,2,1,0.487023
1,1,1,0.48717
1,1,1,0.409531
1,1,1,0.402496
1,1,1,0.341287
1,1,1,0.306685
1,1,1,0.416007
1,2,1,0.546606
1,1,1,0.350165
1,2,1,0.571567
1,1,1,0.367754
1,1,1,0.388513
1,1,1,0.330711
1,1,1,0.568819
1,2,1,0.435995
1,1,1,0.406319
1,1,1,0.425119
1,2,1,1.051345
1,1,1,0.369676
1,1,1,0.398426
1,2,1,0.461692
1,1,1,0.374506
1,2,1,1.214846
1,1,1,0.386144
1,2,1,0.484578
1,2,1,0.38869
1,2,1,0.384149
1,1,1,0.395599
1,2,1,0.863047
1,2,1,0.57642
1,1,1,0.508565
1,1,1,0.89914
1,1,1,0.591546
1,1,1,0.336393
1,1,1,0.509018
1,1,1,0.516474
1,1,1,0.387943
1,2,1,0.45599
1,2,1,0.649565
1,1,1,0.431812
1,2,1,0.602586
1,2,1,0.523946
1,2,1,0.610765
1,1,1,0.742319
1,1,1,0.400733
1,1,1,0.404181
1,2,1,0.430605
1,1,1,0.406421
1,2,1,0.505157
1,2,1,0.431965
1,2,1,0.467379
1,1,1,0.539458
1,2,1,0.609715
1,2,1,0.612512
1,2,1,0.479373
1,2,1,0.343496
1,2,1,0.415478
1,2,1,0.515055
1,1,1,0.450577
1,2,1,0.851971
1,2,1,0.439242
1,1,1,0.505388
1,1,1,0.379454
1,1,1,0.352256
1,1,1,0.341649
1,1,1,0.36372
1,2,1,0.485321
1,1,1,0.372827
1,2,0,0.318036
1,2,0,0.484148
1,1,1,0.427606
1,1,1,0.429676
1,1,1,0.434624
1,1,1,0.420087
1,2,0,0.869937
1,2,1,1.222235
